,time,n6,n6_bkg,n9,n9_bkg,b1,b1_bkg
0,-30.0,1049.4409997654545,1000.5383262039715,1242.307021290676,1198.6232603141475,1615.0026514968906,1573.3075528647037
1,-29.0,956.0382735993138,1000.538326203971,1198.0454314868396,1198.623260314148,1525.2443503704164,1573.3075528647037
2,-28.0,981.0936538573316,1000.5383262039718,1163.8981062846487,1198.6232603141466,1588.8447431535053,1573.3075528647037
3,-27.0,994.2270686337396,1000.5383262039715,1252.3286896571087,1198.623260314148,1625.0005021633197,1573.3075528647043
4,-26.0,1022.3882990666197,1000.5383262039709,1204.0848654252193,1198.6232603141477,1575.36763598465,1573.3075528647037
5,-25.0,1025.3357147582192,1000.5383262039712,1149.784778734094,1198.6232603141475,1579.3077551741658,1573.3075528647032
6,-24.0,1014.3044998235993,1000.5383262039713,1165.9358264109026,1198.623260314147,1664.018831430976,1573.3075528647034
7,-23.0,993.151165424309,1000.5383262039713,1182.9906002374,1198.6232603141484,1640.2597898297868,1573.307552864705
8,-22.0,1041.3972965767196,1000.5383262039716,1191.0968518147183,1198.6232603141475,1603.8162189304544,1573.3075528647032
9,-21.0,975.0456457648146,1000.5383262039715,1253.3539752377362,1198.6232603141473,1537.2195904630134,1573.3075528647032
10,-20.0,1034.3251629663484,1000.5383262039711,1158.874007538696,1198.6232603141482,1605.8828137396883,1573.3075528647034
11,-19.0,1030.324411873186,1000.5383262039717,1190.0632227353208,1198.6232603141475,1636.1762691163442,1573.3075528647032
12,-18.0,993.151165424309,1000.5383262039713,1146.8533711875145,1198.6232603141482,1594.7233536590265,1573.3075528647041
13,-17.0,970.0642968236407,1000.5383262039715,1238.2864121378138,1198.6232603141475,1645.2456618949855,1573.3075528647034
14,-16.0,982.1450046902435,1000.5383262039712,1127.699713113193,1198.6232603141473,1650.57614450327,1573.3075528647034
15,-15.0,970.0409661928697,1000.5383262039713,1150.8356590639335,1198.6232603141477,1609.9259012270788,1573.3075528647037
16,-14.0,961.0894083738046,1000.5383262039715,1221.150568466644,1198.6232603141475,1555.3864166266692,1573.3075528647041
17,-13.0,1008.2382890015836,1000.5383262039711,1210.1827807132759,1198.6232603141477,1641.3466676845562,1573.3075528647032
18,-12.0,1018.2319644661097,1000.5383262039713,1189.0010386214806,1198.6232603141477,1549.168790122267,1573.3075528647037
19,-11.0,1027.3279250782273,1000.5383262039716,1191.0586385838835,1198.6232603141473,1562.5125523180616,1573.3075528647032
20,-10.0,1025.2781680894948,1000.5383262039712,1190.0727678866833,1198.6232603141475,1560.397630284165,1573.3075528647034
21,-9.0,997.1598482312689,1000.5383262039715,1223.1900797279304,1198.623260314148,1553.3344980831832,1573.3075528647034
22,-8.0,1009.3153694575356,1000.5383262039715,1213.0909557552643,1198.623260314148,1597.7456822705462,1573.3075528647034
23,-7.0,950.0368790687234,1000.5383262039715,1271.4787659035119,1198.6232603141473,1588.5129029018979,1573.3075528647037
24,-6.0,955.0495363049104,1000.5383262039715,1182.1089465293724,1198.6232603141477,1532.257740612662,1573.3075528647041
25,-5.0,1004.2857543769619,1000.5383262039715,1181.957257057157,1198.623260314148,1607.8591270359352,1573.307552864704
26,-4.0,1018.2809493264914,1000.5383262039715,1208.1726614088598,1198.6232603141477,1572.421770510766,1573.307552864704
27,-3.0,1025.362435050356,1000.5383262039715,1260.3297913086374,1198.6232603141477,1598.6889144179245,1573.3075528647037
28,-2.0,1028.4229645043724,1000.5383262039715,1160.8463953614262,1198.6232603141477,1669.4188975808493,1573.3075528647037
29,-1.0,1096.6890816281523,1000.5383262039715,1323.642664613015,1198.6232603141477,1684.3741902047163,1573.3075528647037
30,0.0,1302.6657012834114,1000.5383262039715,1482.810236406904,1198.6232603141477,2114.980981254674,1573.3075528647037
31,1.0,1092.5916273400505,1000.5383262039715,1235.22145756132,1198.6232603141477,1612.8189987266162,1573.3075528647037
32,2.0,1097.605715969712,1000.5383262039715,1254.3994224347982,1198.6232603141477,1618.090472450277,1573.3075528647037
33,3.0,1002.1968154193993,1000.5383262039715,1187.9580154584917,1198.6232603141477,1521.215687298301,1573.307552864704
34,4.0,977.1712745720992,1000.5383262039715,1127.7268435076014,1198.623260314148,1546.3213617267388,1573.307552864704
35,5.0,990.218088518281,1000.5383262039715,1157.822771917936,1198.6232603141477,1576.5648158933802,1573.3075528647041
36,6.0,1045.3813787808629,1000.5383262039715,1104.593585739316,1198.6232603141473,1515.1119616533094,1573.3075528647037
37,7.0,978.1048817054301,1000.5383262039715,1164.8655693004791,1198.623260314148,1552.57671496459,1573.3075528647034
38,8.0,1005.2336291239133,1000.5383262039715,1180.0326839978745,1198.623260314148,1609.8870970009702,1573.3075528647034
39,9.0,1007.2986555319238,1000.5383262039712,1157.8506282467436,1198.6232603141475,1584.7637717779483,1573.3075528647034
40,10.0,977.0850996025518,1000.5383262039716,1191.9966796526467,1198.6232603141473,1556.6312491212566,1573.3075528647032
41,11.0,963.105348291365,1000.5383262039713,1200.1227193156594,1198.6232603141477,1573.6439246498717,1573.3075528647037
42,12.0,1012.3283552169991,1000.5383262039711,1209.1292264380215,1198.6232603141477,1601.9299489591976,1573.3075528647032
43,13.0,1015.2599686903046,1000.5383262039715,1198.0646493730962,1198.6232603141475,1540.0926063507234,1573.3075528647041
44,14.0,1024.22461586566,1000.5383262039713,1159.9718478742539,1198.6232603141477,1619.9365683858282,1573.3075528647037
45,15.0,1024.2328275640896,1000.5383262039712,1118.631020159415,1198.6232603141473,1594.8002281729293,1573.3075528647034
46,16.0,1042.3766186906146,1000.5383262039715,1147.7845252582765,1198.6232603141475,1574.7904966214317,1573.3075528647034
47,17.0,1006.2540089801155,1000.5383262039713,1146.779794221192,1198.6232603141482,1579.4726790387006,1573.3075528647041
48,18.0,965.0516999140171,1000.5383262039717,1131.809150311072,1198.6232603141475,1646.2004809034718,1573.3075528647032
49,19.0,1057.4850899614094,1000.5383262039711,1180.8860855931898,1198.6232603141482,1562.2866414451755,1573.3075528647034
50,20.0,1033.3871242570337,1000.5383262039715,1135.7917761858648,1198.6232603141473,1634.0558531740055,1573.3075528647032
51,21.0,1025.319272193702,1000.5383262039716,1203.1184831082167,1198.6232603141475,1552.4769337676787,1573.3075528647032
52,22.0,1002.2128860524037,1000.5383262039713,1248.368097126046,1198.6232603141484,1606.037657013031,1573.307552864705
53,23.0,997.2717851265182,1000.5383262039713,1202.1327579672627,1198.623260314147,1609.4991575983822,1573.3075528647034
54,24.0,1046.4948437073986,1000.5383262039712,1199.136942240902,1198.6232603141475,1544.3813838781848,1573.3075528647032
55,25.0,1028.3405029847934,1000.5383262039709,1191.0490856592878,1198.6232603141477,1614.1377169845055,1573.3075528647037
56,26.0,1040.5013652821383,1000.5383262039715,1198.0166058134382,1198.623260314148,1544.368977663886,1573.3075528647043
57,27.0,1011.2996955075843,1000.5383262039718,1222.1163968118703,1198.6232603141466,1588.7681523289214,1573.3075528647037
58,28.0,1100.751879699248,1000.538326203971,1250.2682010776168,1198.623260314148,1480.7304267515285,1573.3075528647037
59,29.0,1034.3915131784686,1000.5383262039715,1145.839390008441,1198.6232603141475,1671.5554305460682,1573.3075528647037
60,30.0,960.0853052830748,1000.5383262039716,1235.22145756132,1198.623260314148,1562.399588715378,1573.307552864703
61,31.0,1030.4152934478418,1000.5383262039713,1143.8206617518802,1198.6232603141475,1658.29317337651,1573.3075528647032
62,32.0,1051.4836042732934,1000.5383262039713,1170.8756706471092,1198.6232603141475,1545.3265669651555,1573.3075528647032
63,33.0,1059.468561748875,1000.5383262039718,1179.9285827423666,1198.6232603141475,1639.4628348241195,1573.307552864703
64,34.0,976.1905716427664,1000.5383262039712,1118.7386722697163,1198.6232603141475,1574.6133761799558,1573.3075528647041
65,35.0,1005.2094503719175,1000.5383262039715,1178.9710069374823,1198.623260314148,1543.3989319719558,1573.3075528647032
66,36.0,1016.3131286808776,1000.5383262039711,1104.6644506549799,1198.6232603141464,1554.4665809768637,1573.3075528647023
67,37.0,1066.4998757086612,1000.5383262039718,1199.0984704476368,1198.6232603141484,1601.8141172548019,1573.307552864705
68,38.0,1039.371846553836,1000.5383262039712,1183.9860127240902,1198.6232603141466,1578.452714697684,1573.3075528647037
69,39.0,1035.337792735998,1000.5383262039709,1216.213235367842,1198.6232603141489,1593.092447576611,1573.307552864702
70,40.0,998.2360487491982,1000.5383262039717,1100.5929971011703,1198.6232603141477,1632.0143978820972,1573.3075528647037
71,41.0,1065.4953902038574,1000.5383262039711,1118.7207288124719,1198.6232603141461,1575.6081003729644,1573.3075528647032
72,42.0,980.0345517293902,1000.5383262039716,1134.7506355405503,1198.6232603141475,1654.2887964371018,1573.3075528647037
73,43.0,1011.2348289720283,1000.5383262039708,1171.9462729301465,1198.6232603141468,1634.2790790179458,1573.3075528647018
74,44.0,970.149852072192,1000.5383262039716,1177.9283298279522,1198.6232603141475,1674.3369444907585,1573.3075528647037
75,45.0,1037.3298428269893,1000.538326203971,1184.0050047019336,1198.6232603141475,1570.457722153495,1573.3075528647041
76,46.0,1026.282452173634,1000.5383262039713,1192.0540424567741,1198.623260314147,1573.5301501230106,1573.3075528647025
77,47.0,979.1247006003026,1000.5383262039715,1154.8918491903726,1198.623260314147,1540.3524133526664,1573.3075528647041
78,48.0,1056.4636732861031,1000.5383262039716,1179.9948268705975,1198.6232603141473,1602.6928453220648,1573.3075528647028
79,49.0,998.228044996432,1000.5383262039716,1206.1335349237318,1198.6232603141466,1623.0896556157295,1573.3075528647028
80,50.0,990.1625149326128,1000.538326203971,1175.9091993592147,1198.6232603141473,1583.6799620800537,1573.3075528647032
81,51.0,1044.4439989575608,1000.5383262039707,1181.056574414585,1198.6232603141475,1605.081620107916,1573.3075528647032
82,52.0,1010.2305891408229,1000.5383262039724,1187.9580154584917,1198.6232603141477,1598.9843637006445,1573.3075528647018
83,53.0,1052.5387234008429,1000.5383262039704,1161.8418652022847,1198.623260314147,1575.6460751449615,1573.3075528647057
84,54.0,1031.411439946595,1000.5383262039713,1253.333868089117,1198.6232603141466,1609.0734870490676,1573.307552864701
85,55.0,991.150797229989,1000.5383262039724,1159.869517185517,1198.6232603141464,1611.0758451117306,1573.307552864705
86,56.0,1012.3851794828616,1000.5383262039716,1142.7425821972734,1198.623260314148,1577.8763852870811,1573.3075528647018
87,57.0,1049.5167411452665,1000.5383262039699,1231.191247714075,1198.6232603141464,1612.8578716703423,1573.3075528647046
88,58.0,985.1337998103893,1000.5383262039727,1187.0292987704622,1198.6232603141464,1588.9979469584048,1573.3075528647028
89,59.0,1003.313641256738,1000.5383262039697,1116.6845095609845,1198.6232603141475,1587.684150272648,1573.307552864705
90,60.0,1065.4868462992624,1000.5383262039721,1212.0859708818653,1198.623260314148,1570.457722153495,1573.307552864702
91,61.0,1014.280101668551,1000.5383262039702,1226.2151360868197,1198.6232603141473,1609.9647073238832,1573.3075528647041
92,62.0,1003.2492848967385,1000.5383262039724,1216.1742147003679,1198.623260314145,1584.6237271796108,1573.3075528647023
93,63.0,1059.451570935144,1000.5383262039702,1175.9091993592147,1198.6232603141484,1618.0514682988464,1573.3075528647041
94,64.0,1003.2331970967373,1000.5383262039702,1185.9863135374874,1198.6232603141484,1751.0513340338878,1573.3075528647046
95,65.0,976.1436113705697,1000.5383262039721,1178.9710069374823,1198.6232603141455,1659.4742721216357,1573.3075528647023
96,66.0,1045.498741993364,1000.5383262039702,1156.84584076829,1198.6232603141468,1643.3358512399352,1573.307552864703
97,67.0,950.9342001631318,1000.5383262039724,1188.024710913987,1198.623260314148,1613.761661361103,1573.3075528647023
98,68.0,1045.4065258224432,1000.5383262039693,1177.8905433934876,1198.6232603141475,1635.9922307944153,1573.3075528647064
99,69.0,1054.4632260961607,1000.5383262039725,1232.255619346313,1198.6232603141464,1634.22654980323,1573.3075528647023
100,70.0,985.1416980515642,1000.5383262039702,1179.9758992178274,1198.6232603141468,1567.7759275589096,1573.3075528647032
101,71.0,1071.4450375757478,1000.5383262039715,1188.0628259653386,1198.6232603141484,1676.3659519930575,1573.3075528647032
102,72.0,978.0735158536097,1000.5383262039713,1228.2745800303608,1198.6232603141468,1573.7450713759172,1573.3075528647032
103,73.0,1020.3304347128842,1000.5383262039707,1158.874007538696,1198.623260314147,1604.9139693800894,1573.3075528647014
104,74.0,1025.4014902902597,1000.5383262039716,1180.9807955279125,1198.6232603141457,1574.6892800617022,1573.3075528647064
105,75.0,1007.2259693923571,1000.5383262039716,1219.179620450134,1198.623260314148,1620.1057839684859,1573.3075528647041
106,76.0,1025.3110511092002,1000.5383262039703,1227.1710098895546,1198.6232603141475,1596.7767204013835,1573.3075528647028
107,77.0,1025.360379593825,1000.5383262039716,1195.0593519409688,1198.6232603141457,1629.1225236735006,1573.3075528647055
108,78.0,984.1533274805273,1000.5383262039704,1172.8852978326684,1198.6232603141489,1574.6513272061186,1573.3075528647005
109,79.0,1033.395410561682,1000.5383262039718,1123.7081366092282,1198.6232603141477,1602.8087314913755,1573.3075528647041
110,80.0,981.1487156873553,1000.53832620397,1274.4333233731672,1198.6232603141468,1599.7862934568439,1573.307552864704
111,81.0,982.1292562275012,1000.5383262039721,1167.8706259987048,1198.6232603141486,1587.8244695702128,1573.3075528647018
112,82.0,932.9536048485529,1000.5383262039709,1228.2647276460834,1198.623260314146,1645.2456618949855,1573.307552864705
113,83.0,988.1858671381095,1000.5383262039711,1158.836832566122,1198.623260314146,1580.6958275253976,1573.3075528647023
114,84.0,979.1953559881254,1000.5383262039709,1187.996126230353,1198.623260314147,1659.3809263604512,1573.3075528647028
115,85.0,986.137947069246,1000.5383262039709,1195.0018446337199,1198.6232603141473,1643.4150888810311,1573.3075528647055
116,86.0,993.151165424309,1000.5383262039708,1262.4110346155312,1198.6232603141477,1594.7746025114689,1573.3075528647034
117,87.0,1017.3337636538218,1000.5383262039704,1151.8866278894911,1198.6232603141464,1629.0439861963127,1573.3075528647014
118,88.0,1029.4438998181683,1000.5383262039718,1221.1799525965614,1198.6232603141486,1583.6672390765123,1573.3075528647046
119,89.0,969.0835295886155,1000.5383262039704,1144.7336238938585,1198.6232603141466,1552.4644620198508,1573.3075528647023
120,90.0,1026.2989095574087,1000.5383262039718,1196.0451309032799,1198.6232603141468,1671.3673874438525,1573.3075528647055
121,91.0,1017.3011351677494,1000.5383262039701,1117.689160119247,1198.6232603141482,1616.822993030589,1573.3075528647023
122,92.0,1010.2791898523068,1000.5383262039709,1172.9605524343442,1198.6232603141477,1585.873174337579,1573.3075528647012
123,93.0,1047.4993334095152,1000.5383262039711,1172.9135171766668,1198.6232603141461,1607.8591270359352,1573.3075528647041
124,94.0,1050.512826681422,1000.5383262039718,1249.3532641610082,1198.6232603141473,1595.8590019905555,1573.3075528647046
125,95.0,976.127958950512,1000.5383262039699,1234.2856684494125,1198.6232603141466,1558.7337297123574,1573.3075528647037
126,96.0,1001.200639004532,1000.5383262039716,1141.801982063985,1198.6232603141482,1629.057075249983,1573.3075528647018
127,97.0,1040.3845614147626,1000.5383262039711,1238.1970247178215,1198.623260314147,1562.6380865918422,1573.307552864704
128,98.0,1011.2996955075843,1000.5383262039707,1199.136942240902,1198.6232603141461,1686.4168613562447,1573.3075528647037
129,99.0,943.9520929281754,1000.5383262039711,1086.5294405375714,1198.6232603141466,1621.912591464823,1573.3075528647014
130,100.0,943.9520929281754,0.0,1086.5294405375714,0.0,1621.912591464823,0.0
